3	2
18	13
2	2
328	21
9	5
2	1
4	2
5	4
3	1
15	13
3	1
10	1
4	2
2	1
1	1
35	24
76	4
1	1
1	1
11	1
11	1
24	12
3	1
1	1
24	1
51	21
1	1
26	26
1	1
8	7
2	2
3	1
13	1
219	51
29	29
1	1
22	21
24	5
1	1
14	11
24	25
1	1
13	2
27	22
1	1
1	1
2	1
188	192
1	1
1	1
1	1
4	3
2	1
174	22
47	48
3	1
1	1
1	1
9	7
1	1
6	4
1	1
1	1
52	44
4	3
4	1
1	1
1	1
5	54
1	1
1	1
9	6
1	1
1	1
1	1
47	47
10	9
1	1
15	17
2	1
1	1
1	1
23	23
7	7
1	1
1	1
8	8
1	2
5	6
20	22
1	2
2	3
419	207
68	75
11	1
145	139
35	37
178	164
27	27
791	1
26	37
1	25
10	8
1	2
1	2
3	3
558	398
2	2
12	10
3	4
6	7
35	40
1	2
11	12
1	2
1	2
8	8
3	4
3	2
91	92
1	2
216	213
13	14
1	2
1	2
1	2
2	2
1	2
1	2
205	46
3	74
1	2
1	2
1	2
9	4
25	21
5	2
464	336
2	2
1	2
32	27
24	18
47	51
1	2
2	2
1	2
319	314
1	2
12	9
84	59
1	2
2	3
5	59
1	2
73	76
40	34
1	2
504	263
2	3
1	2
2	2
1	2
1	2
1	2
2	2
1	2
22	24
1	2
1	2
323	319
2	2
1	2
14	10
1	2
2	1
1	1
4	3
38	1
1	1
3	2
1	1
10	11
1	1
1	1
11	30
10	11
1	1
2	1
3	1
1	1
93	78
38	28
1	1
2	1
38	31
1	1
106	118
3	2
5	3
1	1
1	1
1	1
5	1
2	1
4	2
3	1
6	2
4	1
2	1
2	1
1	1
4	3
2	1
6	3
3	1
1	1
3	1
3	1
1	1
1	1
1	1
2	1
3	1
5	1
1	1
7	4
3	1
69	1
25	24
6	2
1	1
2	1
3	1
2	1
2	1
20	8
2	1
7	2
66	4
2	2
5	4
404	548
3	1
2	1
1	1
13	14
1	1
2	1
1	1
3	1
42	23
1	1
10	9
1	1
41	33
3	2
9	4
1	1
2	1
190	193
2	1
10	3
3	1
4	1
6	1
1	1
1	1
34	32
2	1
5	2
24	15
10	9
5	4
2	1
6	4
1	1
1	1
1	1
5	3
1	1
2	2
1	1
1	1
6	6
5	1
8	8
1	1
1	1
5	1
2	1
2	1
1	1
2	1
1	1
1	1
1	1
1	1
6	4
26	21
2	1
3	2
17	17
2	1
1	1
2	1
1	1
2	1
21	15
1	1
1	1
3	2
1	1
2	1
23	24
1	1
1	1
4	1
1	1
1	1
4	3
1	1
60	61
32	24
5	1
37	29
27	27
4	3
5	4
2	1
1	1
1	1
1	1
4	4
3	2
6	6
2	1
1	1
3	2
2	1
9	9
7	1
1	1
18	18
3	3
22	23
1	1
5	4
1	1
3	2
11	12
1	1
1	1
1	1
3	1
1	1
23	25
3	3
1	1
2	2
6	6
1	1
25	28
99	96
1	1
1	1
1	1
25	37
15	23
4	4
2	1
3	2
1	1
1	1
1	1
5	4
1	1
2	2
6	7
2	2
2	2
3	3
2	2
1	1
2	1
10	11
3	1
3	1
9	10
2	1
1	1
17	1
2	1
2	2
1	1
1	1
1	1
20	22
23	25
1	1
2	1
3	2
4	1
26	1
7	1
3	1
171	8
67	62
3	1
3	2
2	1
13	20
4	1
2	1
3	1
3	2
3	1
1	1
4	2
24	26
16	15
5	3
2	1
1	1
1	1
23	25
3	1
1	1
1	1
2	1
3	2
3	1
1	1
3	1
1	1
