4	4
33	18
115	4
331	26
17	7
4	3
6	4
7	6
4	3
19	17
7	4
24	3
6	4
3	3
2	3
37	30
77	83
2	3
2	3
13	3
16	3
27	17
5	3
2	3
34	8
59	53
2	3
28	33
2	3
19	10
3	4
18	4
18	3
232	66
30	37
2	3
23	26
782	12
2	3
29	16
27	32
2	3
14	4
46	28
2	3
2	3
6	3
210	203
628	3
2	3
2	3
18	5
5	3
182	28
48	60
4	3
2	3
2	3
10	10
2	3
7	6
55	3
2	3
56	57
5	5
6	3
2	3
1	3
367	66
2	3
2	3
10	8
2	3
2	3
2	3
48	59
11	12
2	3
34	25
3	3
2	3
2	3
25	29
8	10
2	3
2	3
52	11
2	3
7	8
29	30
2	3
4	4
439	329
84	78
76	1
147	159
36	45
182	190
28	35
792	1
47	45
26	34
11	14
2	3
1	3
4	4
572	399
3	4
18	13
8	5
8	9
51	49
2	3
12	16
2	3
2	3
9	10
4	5
4	3
104	95
2	3
217	220
27	18
2	3
2	3
1	3
3	3
3	3
2	3
211	55
74	1
2	3
2	3
2	3
14	5
36	26
6	3
465	340
3	3
2	3
39	34
31	24
48	59
2	3
3	3
2	3
339	307
2	3
13	17
85	83
2	3
3	4
56	1
2	3
74	79
357	42
2	3
505	269
4	4
2	3
3	3
2	3
2	3
2	3
3	3
2	3
24	30
2	3
2	3
342	313
3	3
3	3
15	13
2	3
3	3
2	3
1	6
39	1
29	3
4	5
2	3
11	13
3	3
2	3
56	70
11	13
2	3
3	3
4	3
2	3
109	98
40	36
2	3
3	3
43	42
2	3
795	1
5	5
6	7
2	3
2	3
2	3
6	3
3	3
5	4
5	3
11	4
5	3
5	3
3	3
2	3
7	5
3	3
7	6
12	3
2	3
4	3
6	3
2	3
3	3
2	3
4	3
4	4
6	3
3	3
8	6
4	3
71	82
27	31
178	4
3	3
5	3
4	3
5	3
4	3
31	12
3	3
8	4
78	6
5	4
6	6
405	580
5	3
3	3
2	3
27	17
2	3
4	3
2	3
4	3
60	29
2	3
11	12
2	3
48	43
5	4
13	6
3	3
4	3
191	207
3	3
11	10
5	3
5	3
11	3
2	3
2	3
46	44
3	3
6	5
46	24
11	12
6	6
9	3
7	6
3	3
2	3
2	3
6	5
2	3
5	4
2	3
2	3
8	9
6	3
9	11
3	3
3	3
6	4
4	4
3	3
2	3
4	3
2	3
2	3
4	3
3	3
7	6
33	27
4	4
5	5
19	22
4	4
3	3
4	3
2	3
3	3
41	39
3	3
3	3
4	4
23	22
4	3
25	31
2	3
2	3
5	3
2	3
5	3
5	5
2	3
61	72
36	31
9	5
41	37
29	35
5	5
6	6
3	3
2	3
2	3
2	3
5	6
6	5
7	9
3	3
3	3
5	4
3	3
10	12
8	3
4	3
19	23
5	5
23	30
3	3
7	6
144	3
4	4
12	16
3	3
2	3
3	3
4	3
2	3
25	33
6	6
3	3
5	4
7	8
2	3
26	35
100	102
2	3
3	3
2	23
46	47
33	30
5	7
3	3
5	4
4	3
2	3
2	3
6	7
2	3
4	4
7	10
3	4
3	4
4	5
3	4
2	3
3	3
12	15
5	3
4	4
10	14
4	4
2	3
19	20
3	4
6	4
2	3
2	3
2	3
21	29
24	33
3	3
3	3
5	4
6	3
35	31
9	11
5	3
184	176
79	74
5	3
5	4
12	3
26	26
5	3
3	3
4	3
4	4
6	3
4	3
5	5
25	34
27	20
7	6
4	4
2	3
2	3
25	33
4	3
2	3
2	3
3	3
5	5
4	5
2	3
8	4
3	3
