3	6
13	19
2	2
307	20
9	4
2	6
3	15
5	4
3	1
14	22
3	1
9	1
2	1
2	2
1	1
13	22
76	4
1	6
1	4
3	1
10	1
13	26
2	1
1	1
6	1
36	19
1	1
26	38
1	5
8	7
2	2
3	1
11	1
208	63
29	28
1	1
21	40
13	13
1	1
13	10
24	26
1	1
13	1
13	14
1	3
1	21
2	1
187	208
1	16
1	9
1	10
3	18
2	1
13	35
47	60
3	1
1	2
1	3
9	6
1	1
4	3
1	1
1	1
33	27
3	19
4	1
1	1
1	1
5	16
1	1
1	4
9	6
1	1
1	19
1	3
46	63
9	1
1	3
13	34
2	14
1	3
1	4
23	22
7	7
1	1
1	1
8	7
1	4
5	8
6	23
1	4
2	5
416	54
13	26
11	79
145	149
34	37
10	174
27	28
791	10
24	37
1	26
10	10
1	4
1	4
3	5
548	275
2	4
9	11
3	6
6	9
30	4
1	4
11	14
1	4
1	4
7	4
3	6
3	4
4	93
1	4
215	222
13	16
1	4
1	4
1	4
2	4
1	4
1	4
188	46
3	74
1	4
1	4
1	4
3	6
13	22
5	4
464	477
2	4
1	4
16	28
13	20
47	51
1	4
2	4
1	4
315	336
1	4
8	5
66	58
1	4
2	5
5	31
1	4
73	76
24	34
1	4
504	518
2	4
1	4
2	4
1	4
1	4
1	4
2	4
1	4
22	25
1	4
1	4
318	339
2	4
1	4
12	5
1	4
2	12
1	2
3	6
38	0
1	28
3	12
1	2
10	2
1	8
1	2
11	15
10	11
1	16
2	2
3	5
1	7
92	35
8	31
1	9
2	2
21	41
1	2
8	44
2	3
2	15
1	8
1	4
1	7
4	14
2	3
4	3
3	2
4	12
3	5
2	10
2	4
1	15
4	3
2	2
5	2
3	2
1	5
2	10
3	2
1	4
1	2
1	6
2	2
3	2
3	2
1	12
7	6
2	2
69	2
24	23
5	5
1	3
2	7
2	2
2	3
2	3
9	9
2	4
5	8
12	2
2	3
4	11
404	409
2	2
2	2
1	7
13	14
1	17
2	11
1	5
3	2
13	18
1	11
10	11
1	7
24	33
3	3
7	5
1	2
2	2
189	199
2	7
10	5
2	10
2	10
6	3
1	3
1	6
22	39
2	9
3	11
13	19
10	17
5	5
2	3
4	6
1	14
1	3
1	3
5	12
1	10
2	3
1	3
1	6
6	25
5	3
8	8
1	9
1	3
5	3
2	7
2	3
1	3
2	10
1	7
1	3
1	4
1	3
4	4
13	22
2	3
3	17
17	28
2	12
1	3
2	8
1	19
2	3
3	21
1	3
1	3
3	4
1	3
2	13
23	36
1	4
1	29
4	5
1	3
1	3
3	6
1	3
60	60
13	34
3	3
17	30
26	27
3	5
4	5
2	3
1	3
1	11
1	3
4	10
3	4
6	33
2	3
1	5
2	4
2	3
9	13
6	11
1	14
17	21
3	11
22	24
1	6
4	8
1	5
2	4
11	3
1	18
1	9
1	3
3	3
1	3
23	25
3	5
1	3
2	3
5	14
1	3
25	41
99	103
1	3
1	5
1	10
22	39
13	29
4	5
2	5
2	4
1	3
1	3
1	3
4	6
1	3
2	4
6	10
2	7
2	4
3	13
2	5
1	3
2	23
10	14
3	3
2	3
9	19
2	11
1	3
17	18
2	25
2	5
1	3
1	3
1	3
20	37
23	39
1	6
2	3
3	3
4	3
13	3
7	3
2	7
7	16
55	74
2	3
3	15
2	5
13	30
3	3
2	3
3	3
2	8
3	5
1	3
4	15
24	27
13	10
3	5
2	13
1	3
1	3
23	25
3	3
1	3
1	10
2	3
3	13
3	11
1	7
2	9
1	5
