3	2
13	13
2	2
307	19
9	5
2	1
3	2
5	4
3	1
14	12
3	2
9	1
2	2
2	1
1	1
13	21
76	68
1	1
1	1
3	1
10	1
13	12
2	1
1	1
6	6
36	36
1	1
26	23
1	1
8	7
2	2
3	2
11	1
208	46
29	25
1	1
21	19
13	9
1	1
13	12
24	22
1	1
13	2
13	19
1	1
1	1
2	1
187	188
1	1
1	1
1	1
3	3
2	1
13	19
47	41
3	1
1	1
1	1
9	7
1	1
4	4
1	1
1	1
33	38
3	3
4	1
1	1
1	1
5	46
1	1
1	1
9	6
1	1
1	1
1	1
46	40
9	9
1	1
13	18
2	1
1	1
1	1
23	20
7	7
1	1
1	1
8	8
1	1
5	5
6	22
1	1
2	2
416	354
13	70
11	1
145	128
34	34
10	153
27	26
791	1
24	34
1	25
10	10
1	1
1	1
3	2
548	396
2	2
9	9
3	3
6	6
30	37
1	1
11	11
1	1
1	1
7	7
3	3
3	1
4	90
1	1
215	231
13	13
1	1
1	1
1	1
2	1
1	1
1	1
188	43
3	1
1	1
1	1
1	1
3	3
13	19
5	1
464	335
2	1
1	1
16	25
13	17
47	47
1	1
2	1
1	1
315	341
1	1
8	12
66	77
1	1
2	2
5	1
1	1
73	72
24	31
1	1
504	264
2	2
1	1
2	1
1	1
1	1
1	1
2	1
1	1
22	22
1	1
1	1
318	344
2	1
1	1
12	9
1	1
2	1
1	1
3	4
38	1
1	1
3	3
1	1
10	10
1	1
1	1
11	52
10	10
1	1
2	1
3	1
1	1
92	85
8	27
1	1
2	1
21	31
1	1
8	1
2	3
2	5
1	1
1	1
1	1
4	1
2	1
4	2
3	1
4	2
3	1
2	1
2	1
1	1
4	3
2	1
5	4
3	1
1	1
2	1
3	1
1	1
1	1
1	1
2	1
3	2
3	1
1	1
7	4
2	1
69	65
24	23
5	2
1	1
2	1
2	1
2	1
2	1
9	9
2	1
5	2
12	4
2	2
4	4
404	546
2	1
2	1
1	1
13	13
1	1
2	1
1	1
3	1
13	22
1	1
10	9
1	1
24	32
3	2
7	4
1	1
2	1
189	184
2	1
10	7
2	1
2	1
6	1
1	1
1	1
22	33
2	1
3	3
13	18
10	9
5	4
2	1
4	4
1	1
1	1
1	1
5	3
1	1
2	2
1	1
1	1
6	6
5	1
8	8
1	1
1	1
5	2
2	2
2	1
1	1
2	1
1	1
1	1
1	1
1	1
4	4
13	20
2	2
3	3
17	16
2	2
1	1
2	1
1	1
2	1
3	29
1	1
1	1
3	2
1	16
2	1
23	23
1	1
1	1
4	1
1	1
1	1
3	3
1	1
60	58
13	23
3	3
17	28
26	26
3	3
4	4
2	1
1	1
1	1
1	1
4	4
3	3
6	6
2	1
1	1
2	2
2	1
9	9
6	1
1	1
17	17
3	3
22	22
1	1
4	4
1	1
2	2
11	11
1	1
1	1
1	1
3	1
1	1
23	23
3	3
1	1
2	2
5	5
1	1
25	25
99	95
1	1
1	1
1	16
22	34
13	21
4	4
2	1
2	2
1	1
1	1
1	1
4	4
1	1
2	2
6	6
2	2
2	2
3	3
2	2
1	1
2	1
10	10
3	1
2	2
9	9
2	2
1	1
17	14
2	2
2	2
1	1
1	1
1	1
20	20
23	23
1	1
2	1
3	2
4	1
13	22
7	7
2	1
7	159
55	61
2	1
3	2
2	1
13	18
3	1
2	1
3	1
2	2
3	1
1	1
4	3
24	24
13	14
3	3
2	2
1	1
1	1
23	23
3	1
1	1
1	1
2	1
3	3
3	3
1	1
2	2
1	1
