4	17
33	17
115	17
331	42
17	19
4	17
6	17
7	17
4	17
19	33
7	17
24	17
6	17
3	17
2	17
37	44
77	17
2	17
2	17
13	17
16	17
27	17
5	17
2	17
34	17
59	35
2	17
28	48
2	17
19	17
3	19
18	17
18	17
232	75
30	52
2	17
23	42
782	17
2	17
29	20
27	46
2	17
14	17
46	28
2	17
2	17
6	17
210	256
628	17
2	17
2	17
18	17
5	17
182	35
48	17
4	17
2	17
2	17
10	24
2	17
7	20
55	17
2	17
56	51
5	19
6	17
2	17
1	17
367	22
2	17
2	17
10	22
2	17
2	17
2	17
48	75
11	17
2	17
34	22
3	17
2	17
2	17
25	44
8	25
2	17
2	17
52	25
2	19
7	22
29	24
2	19
4	20
439	40
84	40
76	29
147	158
36	49
182	19
28	42
792	19
47	51
26	19
11	25
2	19
1	19
4	19
572	259
3	19
18	26
8	21
8	23
51	19
2	19
12	29
2	19
2	19
9	19
4	21
4	19
104	35
2	19
217	118
27	31
2	19
2	19
1	19
3	19
3	19
2	19
211	50
74	84
2	19
2	19
2	19
14	21
36	36
6	19
465	120
3	19
2	19
39	43
31	35
48	65
2	19
3	19
2	19
339	341
2	19
13	19
85	64
2	19
3	20
56	23
2	19
74	90
357	49
2	19
505	425
4	19
2	19
3	19
2	19
2	19
2	19
3	19
2	19
24	40
2	19
2	19
342	87
3	19
3	19
15	20
2	19
3	26
2	19
1	19
39	19
29	37
4	32
2	19
11	19
3	23
2	19
56	19
11	31
2	29
3	19
4	21
2	22
109	53
40	57
2	24
3	19
43	66
2	19
795	20
5	19
6	29
2	23
2	21
2	23
6	27
3	19
5	19
5	19
11	24
5	21
5	25
3	20
2	28
7	20
3	19
7	19
12	19
2	21
4	25
6	19
2	20
3	19
2	21
4	19
4	19
6	19
3	26
8	19
4	19
71	19
27	48
178	19
3	19
5	22
4	19
5	20
4	19
31	28
3	20
8	19
78	19
5	19
6	27
405	577
5	19
3	19
2	23
27	35
2	29
4	25
2	21
4	19
60	37
2	25
11	19
2	22
48	62
5	20
13	22
3	19
4	19
191	283
3	22
11	25
5	27
5	27
11	23
2	23
2	25
46	52
3	27
6	23
46	41
11	36
6	26
9	23
7	26
3	30
2	23
2	23
6	28
2	27
5	23
2	23
2	25
8	28
6	23
9	30
3	27
3	23
6	23
4	26
3	23
2	23
4	27
2	26
2	23
4	24
3	23
7	25
33	47
4	23
5	32
19	47
4	28
3	23
4	26
2	32
3	23
41	29
3	24
3	23
4	23
23	23
4	29
25	57
2	24
2	38
5	25
2	23
5	23
5	27
2	23
61	23
36	56
9	23
41	23
29	42
5	23
6	25
3	23
2	23
2	28
2	23
5	29
6	23
7	37
3	23
3	25
5	23
3	23
10	34
8	28
4	30
19	44
5	29
23	23
3	25
7	23
144	24
4	25
12	25
3	28
2	26
3	25
4	25
2	25
25	52
6	27
3	25
5	25
7	26
2	25
26	58
100	146
2	25
3	25
2	26
46	49
33	50
5	27
3	25
5	25
4	25
2	25
2	25
6	28
2	25
4	25
7	30
3	25
3	25
4	29
3	25
2	25
3	29
12	37
5	25
4	25
10	35
4	27
2	25
19	28
3	29
6	25
2	25
2	25
2	25
21	25
24	52
3	25
3	25
5	25
6	25
35	25
9	25
5	26
184	36
79	102
5	25
5	27
12	25
26	48
5	25
3	25
4	25
4	25
6	25
4	25
5	28
25	25
27	28
7	27
4	27
2	25
2	25
25	52
4	25
2	25
2	26
3	25
5	31
4	26
2	26
8	26
3	25
